+------------+-----------------------+----------------------+---------------------+---------------------+--------------------+
| Num of gen |           x           |          y           |      Fit value      |         mean        |        best        |
|     8      | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     8      |  -0.22204562278272388 | 0.13388858443839824  |  0.9667190212665745 |                     |                    |
|     8      | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     9      | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |  0.9958821003073277 | 0.9975729721540305 |
|     9      | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     9      | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     9      | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     10     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9778885589256769 | 0.9975729721540305 |
|     10     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     10     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     10     |  -0.22204562278272388 | -0.2661114155616018  |  0.9411139826052626 |                     |                    |
|     11     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |  0.9881275008610267 | 0.9975729721540305 |
|     11     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     11     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     11     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |                     |                    |
|     12     |  0.17795437721727614  | 0.13388858443839824  |  0.9753995007903299 |  0.9730313472890713 | 0.9975729721540305 |
|     12     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     12     |  -0.22204562278272388 | 0.33388858443839825  |  0.9215799440578942 |                     |                    |
|     12     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     13     |  0.17795437721727614  | -0.2661114155616018  |  0.9495645462911014 |  0.9838799938415954 | 0.9975729721540305 |
|     13     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     13     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     13     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     14     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9936941781595718 | 0.9975729721540305 |
|     14     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     14     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     14     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     15     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9898153841651132 | 0.9975729721540305 |
|     15     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     15     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     15     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     16     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |  0.9738532352385116 | 0.9908094847672191 |
|     16     |  -0.22204562278272388 | 0.13388858443839824  |  0.9667190212665745 |                     |                    |
|     16     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     16     | -0.022045622782723873 | -0.2661114155616018  |  0.9645663731646148 |                     |                    |
|     17     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9626095776607785 | 0.9975729721540305 |
|     17     |  -0.22204562278272388 | 0.13388858443839824  |  0.9667190212665745 |                     |                    |
|     17     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     17     |  -0.4220456227827239  | 0.13388858443839824  |  0.9040885210463132 |                     |                    |
|     18     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9881508103186467 | 0.9975729721540305 |
|     18     |  0.17795437721727614  | 0.13388858443839824  |  0.9753995007903299 |                     |                    |
|     18     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     18     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     19     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |  0.9821891219948925 | 0.9975729721540305 |
|     19     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     19     |  0.17795437721727614  | -0.2661114155616018  |  0.9495645462911014 |                     |                    |
|     19     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     20     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9958821003073277 | 0.9975729721540305 |
|     20     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     20     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     20     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     21     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |  0.9936941781595718 | 0.9975729721540305 |
|     21     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     21     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     21     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     22     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9876304505599738 | 0.9975729721540305 |
|     22     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     22     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |                     |                    |
|     22     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     23     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |  0.983751656565515  | 0.9975729721540305 |
|     23     | -0.022045622782723873 | -0.2661114155616018  |  0.9645663731646148 |                     |                    |
|     23     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     23     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     24     | -0.022045622782723873 | 0.33388858443839825  |  0.944545549902874  |  0.9748939547558575 | 0.9975729721540305 |
|     24     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     24     |  0.17795437721727614  | 0.13388858443839824  |  0.9753995007903299 |                     |                    |
|     24     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     25     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |  0.9847690666252409 | 0.9908094847672191 |
|     25     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     25     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     25     |  0.17795437721727614  | 0.13388858443839824  |  0.9753995007903299 |                     |                    |
|     26     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |  0.9753910050569106 | 0.9908094847672191 |
|     26     | -0.022045622782723873 | 0.33388858443839825  |  0.944545549902874  |                     |                    |
|     26     |  0.17795437721727614  | 0.13388858443839824  |  0.9753995007903299 |                     |                    |
|     26     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     27     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |  0.9886478606196997 | 0.9975729721540305 |
|     27     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     27     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     27     |  0.17795437721727614  | 0.13388858443839824  |  0.9753995007903299 |                     |                    |
|     28     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9958821003073277 | 0.9975729721540305 |
|     28     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     28     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     28     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     29     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |  0.9958821003073277 | 0.9975729721540305 |
|     29     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     29     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     29     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     30     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |  0.9898153841651132 | 0.9975729721540305 |
|     30     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     30     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     30     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     31     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9958821003073277 | 0.9975729721540305 |
|     31     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     31     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     31     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     32     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9915092445544325 | 0.9975729721540305 |
|     32     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |                     |                    |
|     32     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     32     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     33     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9975729721540305 | 0.9975729721540305 |
|     33     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     33     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     33     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     34     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.977190878664864  | 0.9975729721540305 |
|     34     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     34     | -0.022045622782723873 | -0.2661114155616018  |  0.9645663731646148 |                     |                    |
|     34     | -0.022045622782723873 | -0.2661114155616018  |  0.9645663731646148 |                     |                    |
|     35     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |  0.9842720163241879 | 0.9975729721540305 |
|     35     |  0.17795437721727614  | 0.13388858443839824  |  0.9753995007903299 |                     |                    |
|     35     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     35     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     36     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |  0.9842457183239516 | 0.9908094847672191 |
|     36     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     36     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     36     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     37     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |  0.9782082887245899 | 0.9908094847672191 |
|     37     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     37     | -0.022045622782723873 | -0.2661114155616018  |  0.9645663731646148 |                     |                    |
|     37     |  0.17795437721727614  | 0.13388858443839824  |  0.9753995007903299 |                     |                    |
|     38     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9804225088725821 | 0.9975729721540305 |
|     38     |  0.17795437721727614  | 0.13388858443839824  |  0.9753995007903299 |                     |                    |
|     38     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |                     |                    |
|     38     |  0.17795437721727614  | 0.13388858443839824  |  0.9753995007903299 |                     |                    |
|     39     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |  0.966729530560147  | 0.9908094847672191 |
|     39     |  0.17795437721727614  | 0.13388858443839824  |  0.9753995007903299 |                     |                    |
|     39     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     39     |  0.37795437721727615  | -0.06611141556160177 |  0.9273910749274009 |                     |                    |
|     40     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |  0.9831044927787744 | 0.9908094847672191 |
|     40     |  0.17795437721727614  | 0.13388858443839824  |  0.9753995007903299 |                     |                    |
|     40     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     40     |  0.17795437721727614  | 0.13388858443839824  |  0.9753995007903299 |                     |                    |
|     41     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9881275008610267 | 0.9975729721540305 |
|     41     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     41     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |                     |                    |
|     41     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     42     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |  0.9820870827190485 | 0.9975729721540305 |
|     42     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     42     |  0.17795437721727614  | 0.13388858443839824  |  0.9753995007903299 |                     |                    |
|     42     | -0.022045622782723873 | -0.2661114155616018  |  0.9645663731646148 |                     |                    |
|     43     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |  0.9903124344661661 | 0.9975729721540305 |
|     43     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     43     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     43     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     44     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |  0.9787464507500798 | 0.9975729721540305 |
|     44     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     44     | -0.022045622782723873 | 0.33388858443839825  |  0.944545549902874  |                     |                    |
|     44     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     45     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |  0.9881686125854636 | 0.9975729721540305 |
|     45     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     45     |  -0.22204562278272388 | 0.13388858443839824  |  0.9667190212665745 |                     |                    |
|     45     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     46     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9975729721540305 | 0.9975729721540305 |
|     46     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     46     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     46     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     47     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9893213224066766 | 0.9975729721540305 |
|     47     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     47     | -0.022045622782723873 | -0.2661114155616018  |  0.9645663731646148 |                     |                    |
|     47     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     48     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9898183727077295 | 0.9975729721540305 |
|     48     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     48     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |                     |                    |
|     48     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     49     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9752065750194846 | 0.9975729721540305 |
|     49     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     49     | -0.022045622782723873 | -0.2661114155616018  |  0.9645663731646148 |                     |                    |
|     49     |  -0.22204562278272388 | -0.2661114155616018  |  0.9411139826052626 |                     |                    |
|     50     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9975729721540305 | 0.9975729721540305 |
|     50     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     50     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     50     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     51     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |  0.9915092445544325 | 0.9975729721540305 |
|     51     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     51     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     51     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     52     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |  0.9936941781595718 | 0.9975729721540305 |
|     52     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     52     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     52     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     53     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9756283440942415 | 0.9975729721540305 |
|     53     |  0.17795437721727614  | -0.2661114155616018  |  0.9495645462911014 |                     |                    |
|     53     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     53     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |                     |                    |
|     54     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9936941781595718 | 0.9975729721540305 |
|     54     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     54     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     54     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     55     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9893213224066766 | 0.9975729721540305 |
|     55     | -0.022045622782723873 | -0.2661114155616018  |  0.9645663731646148 |                     |                    |
|     55     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     55     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     56     | -0.022045622782723873 | -0.2661114155616018  |  0.9645663731646148 |  0.983751656565515  | 0.9975729721540305 |
|     56     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     56     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     56     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     57     |  0.17795437721727614  | 0.13388858443839824  |  0.9753995007903299 |  0.9826252447445385 | 0.9975729721540305 |
|     57     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     57     |  -0.22204562278272388 | 0.13388858443839824  |  0.9667190212665745 |                     |                    |
|     57     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     58     | -0.022045622782723873 | 0.33388858443839825  |  0.944545549902874  |  0.9766026288693774 | 0.9975729721540305 |
|     58     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     58     |  -0.22204562278272388 | 0.13388858443839824  |  0.9667190212665745 |                     |                    |
|     58     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     59     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9893213224066766 | 0.9975729721540305 |
|     59     | -0.022045622782723873 | -0.2661114155616018  |  0.9645663731646148 |                     |                    |
|     59     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     59     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     60     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |  0.9876304505599738 | 0.9975729721540305 |
|     60     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     60     |  0.17795437721727614  | -0.06611141556160177 |  0.9820577961761957 |                     |                    |
|     60     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     61     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9975729721540305 | 0.9975729721540305 |
|     61     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     61     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     61     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     62     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9975729721540305 | 0.9975729721540305 |
|     62     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     62     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     62     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     63     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |  0.9915092445544325 | 0.9975729721540305 |
|     63     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     63     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |                     |                    |
|     63     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     64     |  -0.22204562278272388 | -0.2661114155616018  |  0.9411139826052626 |  0.9691428474198865 | 0.9975729721540305 |
|     64     | -0.022045622782723873 | -0.2661114155616018  |  0.9645663731646148 |                     |                    |
|     64     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |                     |                    |
|     64     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     65     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |  0.9817673529201356 | 0.9975729721540305 |
|     65     |  -0.22204562278272388 | -0.2661114155616018  |  0.9411139826052626 |                     |                    |
|     65     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     65     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     66     | -0.022045622782723873 | -0.2661114155616018  |  0.9645663731646148 |  0.9893213224066766 | 0.9975729721540305 |
|     66     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     66     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     66     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     67     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |  0.9832575948070785 | 0.9975729721540305 |
|     67     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     67     | -0.022045622782723873 | -0.06611141556160177 |  0.9975729721540305 |                     |                    |
|     67     | -0.022045622782723873 | -0.2661114155616018  |  0.9645663731646148 |                     |                    |
|     68     | -0.022045622782723873 | -0.2661114155616018  |  0.9645663731646148 |  0.9733150732130217 | 0.9908094847672191 |
|     68     | -0.022045622782723873 | -0.2661114155616018  |  0.9645663731646148 |                     |                    |
|     68     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |                     |                    |
|     68     | -0.022045622782723873 | 0.13388858443839824  |  0.9908094847672191 |                     |                    |
|     69     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |  0.9603835323312022 | 0.9908094847672191 |
|     69     |  -0.22204562278272388 | -0.06611141556160177 |  0.9733180617556382 |                     |                    |
